delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,expected_date,actual_date,is_delayed,delivery_status,delivery_rating,delivery_cost
15405,ecom express,electronics,truck,express,east,hot,234.7,39.87,06-01-2024,08-01-2024,yes,delivered,4,1343.11
15406,fedex,automobile parts,truck,two day,central,cold,103.4,45.16,25-01-2024,28-01-2024,yes,delivered,5,652.48
15407,ecom express,electronics,scooter,two day,east,rainy,278.9,10.39,19-01-2024,22-01-2024,yes,delivered,5,1425.67
15408,shadowfax,fragile items,ev bike,standard,central,hot,243.8,43.65,22-01-2024,23-01-2024,yes,delivered,5,1349.95
15409,delhivery,pharmacy,ev van,standard,east,cold,288.5,46.5,01-01-2024,01-01-2024,no,delivered,4,1582
15410,dhl,pharmacy,truck,same day,west,foggy,231.3,30.14,17-01-2024,18-01-2024,yes,delayed,3,1346.92
15411,xpressbees,automobile parts,truck,same day,central,clear,215.2,9.99,20-01-2024,21-01-2024,yes,delayed,2,1205.97
15412,fedex,fragile items,ev bike,two day,west,clear,178.3,4.74,14-01-2024,15-01-2024,yes,delivered,5,905.72
15413,blue dart,clothing,bike,two day,north,rainy,239,30.2,24-01-2024,27-01-2024,yes,delivered,3,1285.6
15414,blue dart,automobile parts,bike,two day,west,hot,95.2,10.09,08-01-2024,08-01-2024,no,delivered,5,506.27
15415,shadowfax,clothing,truck,standard,north,stormy,21.3,9.85,18-01-2024,18-01-2024,no,delivered,4,136.05
15416,fedex,pharmacy,van,standard,south,cold,108.4,25.07,19-01-2024,21-01-2024,yes,delivered,4,617.21
15417,shadowfax,pharmacy,ev bike,standard,north,stormy,232.2,19.44,15-01-2024,17-01-2024,yes,delivered,3,1219.32
15418,dhl,documents,ev van,express,central,stormy,32.7,13.5,19-01-2024,19-01-2024,no,delayed,3,254
15419,dhl,pharmacy,ev bike,same day,west,clear,267.6,35.62,02-01-2024,02-01-2024,no,delivered,3,1544.86
15420,shadowfax,pharmacy,scooter,two day,south,rainy,161.5,22.13,16-01-2024,18-01-2024,yes,delivered,4,873.89
15421,delhivery,automobile parts,scooter,same day,central,foggy,240.1,26.41,09-01-2024,12-01-2024,yes,failed,1,1379.73
15422,dhl,automobile parts,bike,two day,north,stormy,153.1,7.15,03-01-2024,04-01-2024,yes,delivered,5,786.95
15423,dhl,groceries,bike,express,south,hot,252.6,44.34,02-01-2024,04-01-2024,yes,delayed,2,1446.02
15424,amazon logistics,cosmetics,ev bike,same day,west,clear,297.1,2.66,17-01-2024,17-01-2024,no,delayed,2,1600.48
15425,xpressbees,fragile items,ev bike,standard,central,stormy,242.7,40.41,25-01-2024,25-01-2024,no,delivered,5,1334.73
15426,dhl,electronics,scooter,standard,south,foggy,263.3,7.21,14-01-2024,17-01-2024,yes,delivered,5,1338.13
15427,ekart,cosmetics,ev bike,two day,west,cold,247,33.51,03-01-2024,05-01-2024,yes,delivered,3,1335.53
15428,ekart,automobile parts,van,express,north,cold,135.6,2.33,12-01-2024,13-01-2024,yes,delayed,3,734.99
15429,blue dart,clothing,ev van,same day,south,clear,106.8,1.06,16-01-2024,18-01-2024,yes,delivered,5,637.18
15430,ekart,cosmetics,ev bike,two day,north,rainy,170,9.66,08-01-2024,11-01-2024,yes,delivered,5,878.98
15431,xpressbees,electronics,scooter,same day,east,hot,62.4,29.84,25-01-2024,26-01-2024,yes,delivered,3,501.52
15432,delhivery,groceries,van,standard,south,hot,132.8,1.72,19-01-2024,19-01-2024,no,delivered,5,669.16
15433,delhivery,fragile items,scooter,same day,north,clear,40.6,14.66,01-01-2024,04-01-2024,yes,delivered,5,346.98
15434,fedex,automobile parts,ev van,two day,south,clear,90.7,46.8,01-01-2024,04-01-2024,yes,delivered,4,593.9
15435,ekart,cosmetics,truck,express,north,rainy,211.7,28.69,12-01-2024,13-01-2024,yes,delayed,2,1194.57
15436,amazon logistics,cosmetics,ev van,express,north,hot,23.4,19.24,24-01-2024,25-01-2024,yes,failed,2,224.72
15437,xpressbees,documents,truck,same day,west,rainy,276.3,2.89,09-01-2024,09-01-2024,no,failed,1,1490.17
15438,xpressbees,fragile items,truck,same day,north,foggy,15.8,2.51,16-01-2024,18-01-2024,yes,delivered,4,186.53
15439,fedex,pharmacy,scooter,standard,north,cold,76.8,28.38,13-01-2024,15-01-2024,yes,delivered,4,469.14
15440,dhl,automobile parts,ev van,standard,west,foggy,287.5,49.52,09-01-2024,10-01-2024,yes,delivered,5,1587.08
15441,dhl,pharmacy,ev bike,same day,west,stormy,261.5,6.98,13-01-2024,15-01-2024,yes,delayed,2,1428.44
15442,blue dart,electronics,scooter,standard,north,stormy,29.9,11.75,07-01-2024,08-01-2024,yes,delivered,5,184.75
15443,shadowfax,furniture,ev van,express,south,stormy,261.8,48.26,09-01-2024,10-01-2024,yes,delayed,3,1503.78
15444,amazon logistics,cosmetics,scooter,express,west,hot,254.3,48.12,14-01-2024,15-01-2024,yes,delivered,5,1465.86
15445,ekart,fragile items,bike,express,north,cold,144.8,26.53,13-01-2024,16-01-2024,yes,delivered,3,853.59
15446,delhivery,groceries,ev bike,two day,central,cold,260.9,28.31,20-01-2024,21-01-2024,yes,delivered,4,1389.43
15447,shadowfax,clothing,ev bike,two day,west,stormy,146,31.02,02-01-2024,02-01-2024,no,delivered,4,823.06
15448,dhl,fragile items,truck,same day,west,foggy,44.8,6.15,25-01-2024,26-01-2024,yes,delivered,5,342.45
15449,amazon logistics,fragile items,ev bike,express,central,cold,68.3,17,14-01-2024,14-01-2024,no,failed,2,442.5
15450,amazon logistics,fragile items,scooter,same day,south,stormy,100.4,0.67,02-01-2024,04-01-2024,yes,failed,1,603.68
15451,ecom express,cosmetics,scooter,standard,south,hot,102.8,14.59,19-01-2024,21-01-2024,yes,delivered,5,557.77
15452,dhl,fragile items,van,two day,east,rainy,222.2,23.14,11-01-2024,13-01-2024,yes,delivered,5,1180.42
15453,ecom express,groceries,scooter,two day,west,cold,65.2,2.24,11-01-2024,12-01-2024,yes,delivered,4,332.72
15454,blue dart,fragile items,scooter,express,north,foggy,224.5,16.31,21-01-2024,24-01-2024,yes,delayed,2,1221.43
15455,dhl,furniture,bike,standard,west,rainy,166.2,13.26,20-01-2024,22-01-2024,yes,delivered,5,870.78
15456,ekart,fragile items,scooter,two day,central,stormy,179,44.31,09-01-2024,10-01-2024,yes,delivered,4,1027.93
15457,ecom express,clothing,truck,standard,west,rainy,213.6,4.48,01-01-2024,01-01-2024,no,delivered,4,1081.44
15458,shadowfax,documents,van,standard,north,rainy,236.9,15.32,05-01-2024,06-01-2024,yes,delivered,4,1230.46
15459,dhl,clothing,van,standard,north,foggy,116,43.49,17-01-2024,18-01-2024,yes,delivered,4,710.47
15460,blue dart,groceries,ev van,standard,south,rainy,205.2,26.11,05-01-2024,08-01-2024,yes,delivered,3,1104.33
15461,amazon logistics,fragile items,bike,two day,south,clear,14.4,13.36,05-01-2024,05-01-2024,no,delivered,3,112.08
15462,shadowfax,clothing,ev van,express,north,clear,231.4,35.05,19-01-2024,20-01-2024,yes,delayed,2,1312.15
15463,amazon logistics,cosmetics,bike,standard,west,cold,229,23.06,25-01-2024,25-01-2024,no,delivered,4,1214.18
15464,dhl,fragile items,truck,two day,central,stormy,291.5,1.06,18-01-2024,18-01-2024,no,delivered,5,1460.68
15465,blue dart,cosmetics,bike,express,south,rainy,54.8,27.36,10-01-2024,12-01-2024,yes,failed,1,406.08
15466,dhl,pharmacy,van,same day,north,cold,40.4,3.41,19-01-2024,19-01-2024,no,delivered,3,312.23
15467,shadowfax,clothing,ev van,same day,west,clear,276.6,5.93,02-01-2024,05-01-2024,yes,delayed,2,1500.79
15468,ekart,pharmacy,bike,standard,north,cold,100.7,36.24,13-01-2024,15-01-2024,yes,delivered,4,612.22
15469,delhivery,documents,truck,same day,south,hot,182.3,35.75,19-01-2024,22-01-2024,yes,delivered,5,1118.75
15470,amazon logistics,documents,van,two day,north,cold,286.3,19.61,23-01-2024,24-01-2024,yes,delivered,3,1490.33
15471,fedex,fragile items,van,two day,west,foggy,203,11.54,15-01-2024,16-01-2024,yes,delivered,5,1049.62
15472,dhl,pharmacy,truck,two day,central,hot,80.2,1.64,14-01-2024,17-01-2024,yes,delivered,4,405.92
15473,fedex,automobile parts,scooter,same day,south,rainy,38.5,36.87,24-01-2024,25-01-2024,yes,delivered,4,403.11
15474,xpressbees,furniture,ev bike,same day,east,foggy,103.6,34.9,16-01-2024,16-01-2024,no,delivered,5,722.7
15475,delhivery,groceries,scooter,two day,east,cold,200.4,38.21,20-01-2024,20-01-2024,no,delivered,4,1116.63
15476,dhl,automobile parts,van,same day,central,hot,285,5.58,05-01-2024,07-01-2024,yes,delayed,2,1541.74
15477,ekart,pharmacy,van,two day,west,stormy,20.1,2.74,08-01-2024,09-01-2024,yes,delivered,4,108.72
15478,delhivery,fragile items,ev van,express,central,rainy,130.6,10.32,02-01-2024,02-01-2024,no,delivered,4,733.96
15479,delhivery,electronics,truck,express,south,foggy,241.3,39.87,08-01-2024,10-01-2024,yes,delayed,2,1376.11
15480,dhl,furniture,ev van,standard,west,stormy,262.3,8.03,15-01-2024,18-01-2024,yes,delivered,5,1335.59
15481,fedex,fragile items,bike,express,central,stormy,257.1,30.22,07-01-2024,07-01-2024,no,delayed,3,1426.16
15482,fedex,fragile items,bike,same day,north,cold,233.5,32.17,09-01-2024,11-01-2024,yes,delayed,2,1364.01
15483,amazon logistics,cosmetics,truck,express,east,clear,56.2,39.06,16-01-2024,17-01-2024,yes,delivered,3,448.18
15484,fedex,clothing,ev van,standard,central,stormy,105.9,0.67,02-01-2024,04-01-2024,yes,delivered,5,530.73
15485,shadowfax,furniture,scooter,express,east,foggy,176.8,31.63,03-01-2024,06-01-2024,yes,delayed,3,1028.89
15486,amazon logistics,electronics,scooter,same day,east,stormy,41.2,46.25,08-01-2024,08-01-2024,no,delivered,3,444.75
15487,shadowfax,fragile items,bike,standard,west,rainy,118.1,22.92,03-01-2024,04-01-2024,yes,delivered,4,659.26
15488,ecom express,pharmacy,ev van,same day,east,stormy,64.2,37.32,11-01-2024,14-01-2024,yes,delayed,2,532.96
15489,blue dart,clothing,bike,express,east,clear,89.7,19.63,06-01-2024,06-01-2024,no,delivered,3,557.39
15490,amazon logistics,cosmetics,truck,same day,west,hot,238.5,6.71,11-01-2024,12-01-2024,yes,failed,1,1312.63
15491,xpressbees,cosmetics,van,standard,north,foggy,205.8,17.43,08-01-2024,11-01-2024,yes,delivered,4,1081.29
15492,shadowfax,electronics,van,two day,west,clear,3.6,34.82,04-01-2024,04-01-2024,no,delivered,5,117.46
15493,delhivery,electronics,ev bike,express,central,stormy,280.6,4.79,08-01-2024,09-01-2024,yes,delayed,2,1467.37
15494,fedex,clothing,van,express,central,foggy,158.2,21.74,02-01-2024,04-01-2024,yes,delayed,2,906.22
15495,amazon logistics,electronics,bike,standard,west,cold,196.7,3.15,16-01-2024,17-01-2024,yes,delivered,4,992.95
15496,shadowfax,furniture,truck,express,central,cold,186.4,43.75,08-01-2024,08-01-2024,no,delayed,2,1113.25
15497,delhivery,fragile items,bike,express,east,stormy,22.3,45.01,15-01-2024,18-01-2024,yes,delayed,3,296.53
15498,ekart,electronics,ev van,standard,east,cold,266.7,21.4,18-01-2024,19-01-2024,yes,delivered,3,1397.7
15499,shadowfax,pharmacy,ev van,same day,west,clear,205.5,18.7,05-01-2024,07-01-2024,yes,delivered,3,1183.6
15500,amazon logistics,groceries,ev van,express,north,stormy,78,40.5,07-01-2024,08-01-2024,yes,delayed,2,561.5
15501,fedex,fragile items,van,express,east,hot,26.6,43.82,23-01-2024,23-01-2024,no,delivered,4,314.46
15502,amazon logistics,furniture,van,standard,central,rainy,297.1,31.68,01-01-2024,03-01-2024,yes,delivered,4,1585.04
15503,amazon logistics,cosmetics,truck,same day,north,foggy,280.8,44.42,09-01-2024,12-01-2024,yes,delayed,2,1632.7206
15504,ekart,automobile parts,ev van,standard,north,cold,217.1,25.61,05-01-2024,08-01-2024,yes,delivered,5,1162.33
15505,blue dart,clothing,ev bike,same day,west,cold,160.9,7.49,16-01-2024,18-01-2024,yes,delivered,4,926.97
15506,ecom express,documents,van,express,east,cold,178,49.52,19-01-2024,21-01-2024,yes,failed,1,1089.4
15507,shadowfax,documents,ev bike,same day,west,hot,148.3,44.78,14-01-2024,17-01-2024,yes,delivered,5,975.84
15508,amazon logistics,clothing,van,express,north,rainy,258.5,40.75,11-01-2024,13-01-2024,yes,delayed,2,1464.75
15509,ecom express,pharmacy,ev bike,same day,east,clear,222.3,44.95,09-01-2024,09-01-2024,no,delivered,5,1346.35
15510,dhl,electronics,scooter,two day,south,hot,21.8,0.67,20-01-2024,20-01-2024,no,delivered,4,109.96
15511,delhivery,groceries,van,express,central,clear,98.9,49.52,14-01-2024,14-01-2024,no,failed,1,693.72
15512,ecom express,clothing,ev bike,standard,east,cold,217.7,21.9,22-01-2024,23-01-2024,yes,delivered,3,1154.2
15513,shadowfax,pharmacy,scooter,same day,north,rainy,295.8,1.67,03-01-2024,03-01-2024,no,delayed,2,1584.01
15514,blue dart,cosmetics,truck,standard,west,foggy,227.8,32.41,07-01-2024,09-01-2024,yes,delivered,5,1236.23
15515,fedex,furniture,scooter,standard,west,cold,149.4,5.19,08-01-2024,08-01-2024,no,delivered,4,762.57
15516,delhivery,furniture,van,two day,central,clear,230.9,14.49,11-01-2024,11-01-2024,no,delivered,4,1197.97
15517,ekart,furniture,scooter,same day,east,stormy,217.7,16.39,05-01-2024,06-01-2024,yes,delayed,2,1237.67
15518,dhl,clothing,truck,standard,central,cold,213.9,44.47,20-01-2024,21-01-2024,yes,delivered,4,1202.91
15519,fedex,groceries,ev bike,same day,south,clear,284.1,34.08,14-01-2024,17-01-2024,yes,failed,1,1622.74
15520,shadowfax,automobile parts,ev van,same day,east,hot,185.5,48.14,20-01-2024,21-01-2024,yes,delayed,2,1171.92
15521,amazon logistics,electronics,van,express,south,hot,155.7,1.37,17-01-2024,18-01-2024,yes,delivered,5,832.61
15522,dhl,fragile items,scooter,same day,south,hot,223.2,42.11,19-01-2024,21-01-2024,yes,failed,2,1342.33
15523,xpressbees,clothing,ev van,same day,east,rainy,266,8.82,02-01-2024,04-01-2024,yes,delayed,2,1456.46
15524,ecom express,clothing,van,same day,east,stormy,187.9,16.03,15-01-2024,15-01-2024,no,delayed,3,1087.59
15525,xpressbees,documents,truck,express,central,stormy,6.8,42.78,16-01-2024,18-01-2024,yes,delayed,2,212.34
15526,ekart,documents,van,express,south,foggy,22.7,2.89,04-01-2024,05-01-2024,yes,failed,2,172.17
15527,xpressbees,documents,ev van,same day,west,foggy,249.7,49.52,12-01-2024,14-01-2024,yes,failed,1,1497.18
15528,ekart,fragile items,bike,standard,east,cold,152,32.29,20-01-2024,23-01-2024,yes,delivered,3,856.87
15529,fedex,automobile parts,bike,express,central,clear,296.6,23.91,12-01-2024,12-01-2024,no,delivered,5,1604.73
15530,shadowfax,cosmetics,van,two day,central,stormy,66,48.81,22-01-2024,24-01-2024,yes,delivered,4,476.43
15531,ekart,clothing,van,same day,south,stormy,212.5,30.72,20-01-2024,22-01-2024,yes,failed,2,1254.66
15532,delhivery,automobile parts,ev bike,two day,east,stormy,126,12.04,17-01-2024,18-01-2024,yes,delivered,5,666.12
15533,amazon logistics,fragile items,van,express,south,cold,6.9,32.61,13-01-2024,14-01-2024,yes,delivered,4,182.33
15534,xpressbees,electronics,scooter,same day,north,stormy,110.6,4.24,06-01-2024,09-01-2024,yes,failed,1,665.72
15535,blue dart,groceries,bike,same day,central,hot,59,45.15,05-01-2024,08-01-2024,yes,delivered,4,530.45
15536,dhl,cosmetics,ev bike,standard,west,hot,163.4,32.43,16-01-2024,19-01-2024,yes,delivered,5,914.29
15537,ekart,electronics,truck,standard,central,hot,260.6,32.4,06-01-2024,08-01-2024,yes,delivered,5,1400.2
15538,ecom express,electronics,ev van,express,south,stormy,297.1,22.75,12-01-2024,13-01-2024,yes,failed,2,1606.75
15539,ecom express,pharmacy,scooter,same day,south,clear,165.6,40.66,25-01-2024,25-01-2024,no,delivered,4,1049.98
15540,xpressbees,groceries,scooter,same day,south,clear,278.9,38.41,25-01-2024,27-01-2024,yes,delivered,4,1609.73
15541,dhl,groceries,scooter,two day,south,stormy,261.7,29.06,14-01-2024,15-01-2024,yes,delivered,3,1395.68
15542,delhivery,cosmetics,van,standard,west,rainy,59.8,24.71,10-01-2024,11-01-2024,yes,delivered,3,373.13
15543,ekart,furniture,bike,same day,central,rainy,9.1,21.42,04-01-2024,07-01-2024,yes,delivered,4,209.76
15544,delhivery,cosmetics,bike,two day,north,stormy,258,42.97,20-01-2024,20-01-2024,no,delivered,5,1418.91
15545,amazon logistics,clothing,ev bike,standard,north,foggy,172.5,46.56,20-01-2024,20-01-2024,no,delivered,4,1002.18
15546,delhivery,electronics,ev bike,two day,west,clear,233.3,34.05,10-01-2024,12-01-2024,yes,delivered,3,1268.65
15547,xpressbees,documents,truck,two day,north,foggy,193.9,49.08,03-01-2024,04-01-2024,yes,delivered,4,1116.74
15548,ecom express,clothing,van,standard,central,cold,68.8,48.05,11-01-2024,14-01-2024,yes,delivered,3,488.15
15549,ekart,documents,van,standard,north,clear,136.1,29.89,02-01-2024,02-01-2024,no,delivered,3,770.17
15550,xpressbees,fragile items,truck,standard,south,hot,106.1,24.33,05-01-2024,07-01-2024,yes,delivered,5,603.49
15551,amazon logistics,clothing,scooter,standard,south,hot,208.7,26.14,18-01-2024,18-01-2024,no,delivered,4,1121.92
15552,dhl,clothing,ev bike,express,east,hot,17.8,21.18,15-01-2024,15-01-2024,no,delivered,4,202.54
15553,fedex,clothing,bike,express,central,clear,134.7,41.72,19-01-2024,22-01-2024,yes,delivered,5,848.66
15554,blue dart,documents,ev bike,express,east,foggy,74.1,35.55,09-01-2024,12-01-2024,yes,failed,1,527.15
15555,dhl,clothing,ev bike,two day,south,cold,212.5,29.91,06-01-2024,07-01-2024,yes,delivered,5,1152.23
15556,amazon logistics,clothing,truck,express,west,rainy,139.9,40.55,13-01-2024,16-01-2024,yes,delayed,2,871.15
15557,shadowfax,pharmacy,scooter,standard,east,foggy,210.5,30.16,02-01-2024,04-01-2024,yes,delivered,5,1142.98
15558,blue dart,clothing,ev van,same day,central,cold,238.3,45.5,21-01-2024,24-01-2024,yes,delivered,5,1428
15559,fedex,clothing,ev bike,same day,central,stormy,230.8,0.91,22-01-2024,22-01-2024,no,delayed,3,1256.73
15560,xpressbees,fragile items,ev van,express,central,foggy,277.2,27.14,19-01-2024,21-01-2024,yes,failed,1,1517.42
15561,delhivery,electronics,bike,same day,north,clear,30.5,38.21,17-01-2024,20-01-2024,yes,delivered,5,367.13
15562,xpressbees,electronics,truck,standard,south,stormy,25.7,41.63,13-01-2024,16-01-2024,yes,delivered,5,253.39
15563,blue dart,electronics,bike,two day,north,foggy,70.6,23.54,22-01-2024,22-01-2024,no,delivered,3,423.62
15564,ekart,furniture,bike,express,east,rainy,136.9,13.81,20-01-2024,21-01-2024,yes,delayed,3,775.93
15565,dhl,cosmetics,bike,standard,central,rainy,150.3,11.31,18-01-2024,21-01-2024,yes,delivered,5,785.43
15566,fedex,cosmetics,ev bike,express,north,cold,268.9,18.71,06-01-2024,06-01-2024,no,failed,2,1450.63
15567,ecom express,cosmetics,ev bike,standard,central,stormy,296.3,45.68,08-01-2024,09-01-2024,yes,delivered,4,1618.54
15568,ekart,electronics,ev van,same day,north,hot,102.2,27.54,09-01-2024,12-01-2024,yes,delivered,3,693.62
15569,ekart,groceries,truck,express,east,clear,285.1,36.46,17-01-2024,20-01-2024,yes,delivered,3,1584.88
15570,dhl,pharmacy,truck,two day,south,cold,77.1,21.49,01-01-2024,04-01-2024,yes,delivered,4,449.97
15571,amazon logistics,cosmetics,scooter,express,central,rainy,56.1,35.07,17-01-2024,17-01-2024,no,failed,1,435.71
15572,ecom express,groceries,ev bike,standard,south,cold,207.7,48.54,10-01-2024,10-01-2024,no,delivered,4,1184.12
15573,fedex,fragile items,ev van,same day,north,cold,114.2,28.96,21-01-2024,23-01-2024,yes,delivered,4,757.88
15574,xpressbees,fragile items,van,two day,east,rainy,239.8,47.85,06-01-2024,06-01-2024,no,delivered,5,1342.55
15575,ecom express,cosmetics,ev bike,express,north,rainy,271.9,41.05,19-01-2024,20-01-2024,yes,delayed,3,1532.65
15576,amazon logistics,fragile items,truck,express,west,hot,171.6,12.06,02-01-2024,03-01-2024,yes,delayed,2,944.18
15577,xpressbees,automobile parts,truck,standard,north,stormy,261.7,11.61,18-01-2024,18-01-2024,no,delivered,4,1343.33
15578,fedex,fragile items,ev bike,same day,south,foggy,95.4,44.12,23-01-2024,24-01-2024,yes,delivered,4,709.36
15579,ecom express,pharmacy,scooter,standard,east,foggy,20.7,12.53,15-01-2024,15-01-2024,no,delivered,5,141.09
15580,ekart,groceries,ev van,express,central,stormy,164.9,11.73,23-01-2024,23-01-2024,no,delayed,2,909.69
15581,dhl,groceries,ev van,standard,west,stormy,289.4,19.45,05-01-2024,08-01-2024,yes,delivered,5,1505.35
15582,xpressbees,fragile items,bike,express,central,foggy,185.9,33.8,03-01-2024,03-01-2024,no,delayed,3,1080.9
15583,delhivery,documents,truck,two day,central,stormy,218.6,14.52,13-01-2024,14-01-2024,yes,delivered,3,1136.56
